virus_name	viral_acc	evidence
Shigella phage Sf21	NC_042077	RefSeq
Shigella phage Sf21	NC_042077	RefSeq
Shigella phage Sf21	NC_042077	RefSeq
Shigella phage Sf22	NC_042039	RefSeq
Shigella phage Sf22	NC_042039	RefSeq
Shigella phage Sf22	NC_042039	RefSeq
Shigella phage Sf22	NC_042039	RefSeq
Shigella phage Sf23	NC_054941	RefSeq
Shigella phage Sf23	NC_054941	RefSeq
Shigella phage Sf23	NC_054941	RefSeq
Shigella phage Sf24	NC_042078	RefSeq
Shigella phage Sf6	NC_005344	Literature, RefSeq, UniProt
Shigella phage SfII	NC_021857	UniProt
Shigella phage SfIV	NC_022749	NCBI Virus, RefSeq
Shigella phage SfMu	NC_027382	RefSeq
Shigella phage SFN6B	NC_047929	RefSeq
Shigella phage SFPH2	NC_048025	RefSeq
Shigella phage SHBML-50-1	NC_031085	RefSeq
Shigella phage Shf125875	NC_025437	RefSeq
Shigella phage Shfl2	NC_015457	RefSeq
Shigella phage SHFML-11	NC_030953	RefSeq
Shigella phage SHFML-26	NC_031011	RefSeq
Shigella phage SHSML-45	NC_031022	RefSeq
Shigella phage SHSML-52-1	NC_031090	RefSeq
Shigella phage SP18	NC_014595	RefSeq
Shigella phage Ss-VASD	NC_028685	RefSeq
Shigella phage SSP1	NC_047881	RefSeq
Shigella phage vB_SflS-ISF001	NC_047863	RefSeq
Shigella phage VB_Ship_A7	NC_048180	RefSeq
Shigella phage vB_SsoS-ISF002	NC_041995	RefSeq
Shigella phage vB_SsoS_008	NC_048150	RefSeq
Shigella virus 2019SD1	NC_049820	NCBI Virus, RefSeq
Shigella virus Sf6	AF547987	Literature, NCBI Virus, RefSeq, UniProt
Shigella virus Sfin-3	NC_049831	NCBI Virus, RefSeq
Shigella virus Shfl1	NC_015456	NCBI Virus, RefSeq
Silicibacter phage DSS3phi2	NC_012697	NCBI Virus, RefSeq
Sinorhizobium phage ort11	NC_049469	RefSeq
Sinorhizobium phage PBC5	NC_003324	NCBI Virus, RefSeq
Sinorhizobium phage phiM12	NC_027204	RefSeq
Sinorhizobium phage phiM7	NC_041929	RefSeq
Sinorhizobium phage phiM9	NC_028676	NCBI Virus, RefSeq
Sinorhizobium phage phiN3	NC_028945	RefSeq
Sodalis phage phiSG1	NC_007902	NCBI Virus, RefSeq
Sodalis phage SO1	NC_013600	RefSeq
Sphingomonas phage PAU	NC_019521	NCBI Virus, RefSeq
Sphingomonas phage Scott	NC_048029	RefSeq
Spiroplasma phage C74	NC_003793	RefSeq
Spiroplasma phage C74	NC_003793	UniProt
Spiroplasma phage R8A2B	NC_001365	RefSeq, UniProt
Spiroplasma virus SkV1CR23x	NC_009987	NCBI Virus, RefSeq
Spiroplasma virus SpV4	NC_003438	NCBI Virus, RefSeq, UniProt
Staphylococcus phage 23MRA	NC_028775	RefSeq
Staphylococcus phage 2638A	NC_007051	RefSeq
Staphylococcus phage 3 AJ-2017	NC_048644	Literature
Staphylococcus phage 3MRA	NC_028917	RefSeq
Staphylococcus phage 66	NC_007046	RefSeq
Staphylococcus phage 676Z	NC_047724	RefSeq
Staphylococcus phage 6ec	NC_024355	Literature
Staphylococcus phage A3R	NC_047723	RefSeq
Staphylococcus phage A5W	NC_047728	RefSeq
Staphylococcus phage Andhra	NC_047813	RefSeq
Staphylococcus phage B166	NC_028859	RefSeq
Staphylococcus phage B236	NC_028915	RefSeq
Staphylococcus phage BP39	NC_031046	RefSeq
Staphylococcus phage CNPx	NC_031241	RefSeq
Staphylococcus phage CSA13	NC_048159	RefSeq
Staphylococcus phage DW2	NC_024391	NCBI Virus, RefSeq
Staphylococcus phage Fi200W	NC_047725	RefSeq
Staphylococcus phage G15	NC_019448	RefSeq
Staphylococcus phage GRCS	NC_023550	RefSeq
Staphylococcus phage Henu2	NC_054980	RefSeq
Staphylococcus phage HSA84	NC_054974	RefSeq
Staphylococcus phage IME-SA1	NC_047729	RefSeq
Staphylococcus phage IME-SA118	NC_047731	RefSeq
Staphylococcus phage IME-SA119	NC_047732	RefSeq
Staphylococcus phage IME-SA2	NC_047730	RefSeq
Staphylococcus phage IME-SA4	NC_029025	NCBI Virus, RefSeq
Staphylococcus phage IME1348_01	NC_055036	RefSeq
Staphylococcus phage IME1361_01	NC_048657	RefSeq
Staphylococcus phage ISP	NC_047720	RefSeq
Staphylococcus phage JD007	NC_019726	RefSeq
Staphylococcus phage JS01	NC_021773	RefSeq
Staphylococcus phage LH1	NC_055041	RefSeq
Staphylococcus phage LSA2366	NC_055916	NCBI Virus, RefSeq
Staphylococcus phage MCE-2014	NC_025416	RefSeq
Staphylococcus phage MSA6	NC_047726	RefSeq
Staphylococcus phage P108	NC_025426	RefSeq
Staphylococcus phage P1105	NC_048636	RefSeq
Staphylococcus phage P240	NC_055042	RefSeq
Staphylococcus phage P282	NC_048634	RefSeq
Staphylococcus phage P4W	NC_047727	RefSeq
Staphylococcus phage P630	NC_048635	RefSeq
Staphylococcus phage P68	NC_004679	NCBI Virus, RefSeq
Staphylococcus phage P954	NC_013195	RefSeq
Staphylococcus phage Pabna	NC_048107	RefSeq
Staphylococcus phage phi 11	AF424781	RefSeq
Staphylococcus phage phi 12	NC_004616	RefSeq
Staphylococcus phage phi2958PVL	NC_011344	RefSeq
Staphylococcus phage phi5967PVL	NC_019921	Literature
Staphylococcus phage phi7401PVL	NC_020199	Literature
Staphylococcus phage phiBU01	NC_026016	RefSeq
Staphylococcus phage phiIBB-SEP1	NC_041928	RefSeq
Staphylococcus phage phiJB	NC_028669	RefSeq
Staphylococcus phage phiN315	NC_004740	NCBI Virus, RefSeq
Staphylococcus phage phiNM3	NC_008617	Literature
Staphylococcus phage phiNM4-gamma4	KP209285	RefSeq
Staphylococcus phage phiPVL-CN125	NC_012784	RefSeq
Staphylococcus phage phiRS7	NC_022914	NCBI Virus, RefSeq
Staphylococcus phage phiSa119	NC_025460	NCBI Virus, RefSeq
Staphylococcus phage phiSA12	NC_023573	RefSeq
Staphylococcus phage phiSa2wa_st1	NC_055045	RefSeq
Staphylococcus phage phiSa2wa_st121mssa	NC_055049	RefSeq
Staphylococcus phage phiSa2wa_st22	NC_048681	RefSeq
Staphylococcus phage phiSa2wa_st30	NC_055047	RefSeq
Staphylococcus phage phiSa2wa_st5	NC_055046	RefSeq
Staphylococcus phage phiSa2wa_st78	NC_055048	RefSeq
Staphylococcus phage phiSA_BS2	NC_047948	RefSeq
Staphylococcus phage Portland	NC_055814	NCBI Virus, RefSeq
Staphylococcus phage PSa3	NC_047855	RefSeq
Staphylococcus phage PT1028	NC_007045	NCBI Virus, RefSeq
Staphylococcus phage PVL	NC_002321	RefSeq
Staphylococcus phage ROSA	NC_007058	RefSeq
Staphylococcus phage S13'	AB626963	NCBI Virus, RefSeq, UniProt
Staphylococcus phage S24-1	NC_016565	RefSeq, UniProt
Staphylococcus phage S25-3	NC_022920	Literature, UniProt
Staphylococcus phage S25-4	NC_022918	Literature, UniProt
Staphylococcus phage SA1	NC_027991	NCBI Virus, RefSeq
Staphylococcus phage SA1014ruMSSAST7	NC_048710	RefSeq
Staphylococcus phage SA12	NC_021801	NCBI Virus, RefSeq
Staphylococcus phage SA13	NC_021863	RefSeq
Staphylococcus phage SA137ruMSSAST121PVL	NC_055043	RefSeq
Staphylococcus phage SA345ruMSSAST8	NC_048713	RefSeq
Staphylococcus phage SA46-CL1	NC_055802	NCBI Virus, RefSeq
Staphylococcus phage SA5	NC_047721	RefSeq
Staphylococcus phage SA7	NC_048658	RefSeq
Staphylococcus phage SA75	NC_054975	RefSeq
Staphylococcus phage SA780ruMSSAST101	NC_048711	RefSeq
Staphylococcus phage SA97	NC_029010	RefSeq
Staphylococcus phage SAP-2	NC_009875	RefSeq
Staphylococcus phage SAP11	NC_055044	RefSeq
Staphylococcus phage SAP33	NC_054976	RefSeq
Staphylococcus phage Sb1	NC_023009	RefSeq
Staphylococcus phage SCH1	NC_047788	RefSeq
Staphylococcus phage Sebago	NC_054982	RefSeq
Staphylococcus phage SH-St 15644	NC_055038	RefSeq
Staphylococcus phage SLPW	NC_031008	RefSeq
Staphylococcus phage SMSAP5	NC_019513	NCBI Virus, RefSeq
Staphylococcus phage SN8	NC_055020	RefSeq
Staphylococcus phage SP120	NC_055021	RefSeq
Staphylococcus phage SP197	NC_055022	RefSeq
Staphylococcus phage SP276	NC_055023	RefSeq
Staphylococcus phage SP5	NC_054977	RefSeq
Staphylococcus phage SP6	JX274647	NCBI Virus, RefSeq
Staphylococcus phage SpaA1	NC_018277	NCBI Virus, RefSeq
Staphylococcus phage SPbeta-like	NC_029119	NCBI Virus, RefSeq
Staphylococcus phage SpT152	NC_055024	RefSeq
Staphylococcus phage St 134	NC_047814	RefSeq
Staphylococcus phage Staph1N	NC_047722	RefSeq
Staphylococcus phage Stau2	NC_030933	RefSeq
Staphylococcus phage StauST398-1	NC_021326	RefSeq
Staphylococcus phage StauST398-2	NC_021323	RefSeq
Staphylococcus phage StauST398-3	NC_021332	RefSeq
Staphylococcus phage StauST398-4	NC_023499	RefSeq
Staphylococcus phage StauST398-5	NC_023500	RefSeq
Staphylococcus phage StB12	NC_020490	NCBI Virus, RefSeq
Staphylococcus phage StB20	NC_019915	NCBI Virus, RefSeq
Staphylococcus phage StB20-like	NC_028821	NCBI Virus, RefSeq
Staphylococcus phage StB27	NC_019914	NCBI Virus, RefSeq
Staphylococcus phage Team1	NC_025417	RefSeq
Staphylococcus phage TEM123	NC_017968	NCBI Virus, RefSeq
Staphylococcus phage TEM126	NC_054978	RefSeq
Staphylococcus phage tp310-1	NC_009761	Literature
Staphylococcus phage tp310-3	NC_009763	Literature
Staphylococcus phage UPMK_2	NC_054983	Literature
Staphylococcus phage vB_SauM_Remus	NC_022090	RefSeq
Staphylococcus phage vB_SauM_Romulus	NC_020877	RefSeq
Staphylococcus phage vB_SauP_EBHT	NC_055906	NCBI Virus, RefSeq
Staphylococcus phage vB_SauP_phiAGO1.3	NC_047919	RefSeq
Staphylococcus phage vB_SauS-phiIPLA88	NC_011614	RefSeq
Staphylococcus phage vB_SauS-SAP27	NC_054981	RefSeq
Staphylococcus phage vB_SauS_fPfSau02	NC_055039	RefSeq
Staphylococcus phage vB_SauS_JS02	NC_055040	RefSeq
Staphylococcus phage vB_SauS_phi2	NC_028862	RefSeq
Staphylococcus phage vB_SepS_SEP9	NC_023582	RefSeq
Staphylococcus phage vB_SpsM_WIS42	NC_055025	RefSeq
Staphylococcus phage vB_SpsS_QT1	NC_048192	RefSeq
Staphylococcus phage YMC/09/04/R1988	NC_022758	Literature
Staphylococcus prophage phiPV83	NC_002486	RefSeq
Staphylococcus virus 108PVL	NC_008689	NCBI Virus, RefSeq
Staphylococcus virus 11	NC_004615	Literature, NCBI Virus, RefSeq
Staphylococcus virus 13	NC_004617	NCBI Virus, RefSeq
Staphylococcus virus 187	NC_007047	Literature
Staphylococcus virus 29	NC_007061	NCBI Virus, RefSeq
Staphylococcus virus 37	NC_007055	NCBI Virus, RefSeq
Staphylococcus virus 3a	NC_007053	NCBI Virus, RefSeq
Staphylococcus virus 42e	NC_007052	NCBI Virus, RefSeq
Staphylococcus virus 44AHJD	NC_004678	NCBI Virus, RefSeq, UniProt
Staphylococcus virus 47	NC_007054	NCBI Virus, RefSeq
Staphylococcus virus 52a	NC_007062	NCBI Virus, RefSeq
Staphylococcus virus 53	NC_007049	NCBI Virus, RefSeq
Staphylococcus virus 55	NC_007060	NCBI Virus, RefSeq
Staphylococcus virus 69	NC_007048	NCBI Virus, RefSeq
Staphylococcus virus 71	NC_007059	NCBI Virus, RefSeq
Staphylococcus virus 77	NC_005356	NCBI Virus, RefSeq
Staphylococcus virus 80alpha	NC_009526	NCBI Virus, RefSeq
Staphylococcus virus 85	NC_007050	NCBI Virus, RefSeq
Staphylococcus virus 88	NC_007063	NCBI Virus, RefSeq
Staphylococcus virus 92	NC_007064	NCBI Virus, RefSeq
Staphylococcus virus 96	NC_007057	NCBI Virus, RefSeq
Staphylococcus virus B122	NC_054979	NCBI Virus, RefSeq
Staphylococcus virus Baq_Sau1	NC_054973	NCBI Virus, RefSeq
Staphylococcus virus CNPH82	NC_008722	NCBI Virus, RefSeq
Staphylococcus virus EW	NC_007056	NCBI Virus, RefSeq
Staphylococcus virus G1	NC_007066	NCBI Virus, RefSeq
Staphylococcus virus IPLA35	NC_011612	NCBI Virus, RefSeq
Staphylococcus virus IPLA5	NC_018281	NCBI Virus, RefSeq
Staphylococcus virus IPLA7	NC_018284	NCBI Virus, RefSeq
Staphylococcus virus K	NC_005880	NCBI Virus, RefSeq, UniProt
Staphylococcus virus PH15	NC_008723	NCBI Virus, RefSeq
Staphylococcus virus phi12	AF424782	Literature
Staphylococcus virus phiETA	NC_003288	NCBI Virus, RefSeq
Staphylococcus virus phiETA2	NC_008798	NCBI Virus, RefSeq
Staphylococcus virus phiETA3	NC_008799	NCBI Virus, RefSeq
Staphylococcus virus phiMR11	NC_010147	NCBI Virus, RefSeq, UniProt
Staphylococcus virus phiMR25	NC_010808	NCBI Virus, RefSeq, UniProt
Staphylococcus virus phiSLT	NC_002661	NCBI Virus, RefSeq
Staphylococcus virus SA11	NC_019511	NCBI Virus, RefSeq
Staphylococcus virus SAP26	NC_014460	NCBI Virus, RefSeq
Staphylococcus virus Twort	NC_007021	NCBI Virus, RefSeq
Staphylococcus virus X2	NC_007065	NCBI Virus, RefSeq
Stenotrophomonas phage IME13	NC_029000	RefSeq
Stenotrophomonas phage IME15	NC_019416	RefSeq
Stenotrophomonas phage Mendera	NC_048804	RefSeq
Stenotrophomonas phage Moby	NC_048802	RefSeq
Stenotrophomonas phage phiSHP2	NC_015586	NCBI Virus, RefSeq
Stenotrophomonas phage Pokken	NC_049463	RefSeq
Stenotrophomonas phage S1	NC_011589	NCBI Virus, RefSeq
Stenotrophomonas phage SMA6	NC_043029	RefSeq
Stenotrophomonas phage SMA7	NC_021569	RefSeq
Stenotrophomonas phage SMA9	NC_007189	RefSeq
Stenotrophomonas phage Smp131	NC_023588	RefSeq
Stenotrophomonas phage vB_SmaS-DLP_2	NC_029019	NCBI Virus, RefSeq
Stenotrophomonas phage vB_SmaS_DLP_5	NC_042082	RefSeq
Stenotrophomonas phage YB07	NC_048755	NCBI Virus, RefSeq
Streptococcus phage 20617	NC_023503	NCBI Virus, RefSeq
Streptococcus phage 315.1	NC_004584	NCBI Virus, RefSeq
Streptococcus phage 315.2	NC_004585	NCBI Virus, RefSeq
Streptococcus phage 315.3	NC_004586	NCBI Virus, RefSeq
Streptococcus phage 315.4	NC_004587	NCBI Virus, RefSeq
Streptococcus phage 315.5	NC_004588	NCBI Virus, RefSeq
Streptococcus phage 315.6	NC_004589	NCBI Virus, RefSeq
Streptococcus phage 5093	NC_012753	NCBI Virus, RefSeq
Streptococcus phage 7201	NC_002185	RefSeq
Streptococcus phage A25	NC_028697	NCBI Virus, RefSeq
Streptococcus phage APCM01	NC_029030	NCBI Virus, RefSeq
Streptococcus phage CP-7	NC_042114	RefSeq, UniProt
Streptococcus phage Cp1	NC_001825	RefSeq, UniProt
Streptococcus phage DCC1738	NC_024361	NCBI Virus, RefSeq
Streptococcus phage Dp-1	NC_015274	NCBI Virus, RefSeq, UniProt
Streptococcus phage EJ-1	NC_005294	Literature, NCBI Virus, RefSeq
Streptococcus phage IC1	NC_024370	NCBI Virus, RefSeq
Streptococcus phage JX01	JX409895	NCBI Virus, RefSeq
Streptococcus phage K13	NC_024357	NCBI Virus, RefSeq
Streptococcus phage LYGO9	JX409894	NCBI Virus, RefSeq
Streptococcus phage M102	NC_012884	Literature
Streptococcus phage M102AD	NC_028984	NCBI Virus, RefSeq
Streptococcus phage MM1 1998	DQ113772	NCBI Virus, RefSeq
Streptococcus phage P9	NC_009819	NCBI Virus, RefSeq
Streptococcus phage PH10	NC_012756	NCBI Virus, RefSeq
Streptococcus phage PH15	NC_010945	NCBI Virus, RefSeq
Streptococcus phage phi20c	KC348598	NCBI Virus, RefSeq
Streptococcus phage phi30c	KC348599	NCBI Virus, RefSeq
Streptococcus phage phi3396	NC_009018	NCBI Virus
Streptococcus phage phi3396	NC_009018	RefSeq
Streptococcus phage phi5218	KC348600	NCBI Virus, RefSeq
Streptococcus phage phi7917	KC348601	NCBI Virus, RefSeq
Streptococcus phage phi891591	KC348602	NCBI Virus, RefSeq
Streptococcus phage phiARI0004	NC_031920	NCBI Virus, RefSeq
Streptococcus phage phiARI0031	NC_031910	NCBI Virus, RefSeq
Streptococcus phage phiARI0131-1	NC_031901	NCBI Virus, RefSeq
Streptococcus phage phiARI0131-2	NC_031941	NCBI Virus, RefSeq
Streptococcus phage phiARI0460-1	NC_031913	NCBI Virus, RefSeq
Streptococcus phage phiARI0462	NC_031942	NCBI Virus, RefSeq
Streptococcus phage phiARI0468-1	NC_031929	NCBI Virus, RefSeq
Streptococcus phage phiARI0468-2	NC_031923	NCBI Virus, RefSeq
Streptococcus phage phiARI0468-4	NC_031915	NCBI Virus, RefSeq
Streptococcus phage phiARI0746	NC_031907	NCBI Virus, RefSeq
Streptococcus phage phiARI0923	NC_030946	NCBI Virus, RefSeq
Streptococcus phage phiBHN167	NC_022791	NCBI Virus, RefSeq
Streptococcus phage phiD12	KC348603	NCBI Virus, RefSeq
Streptococcus phage phiNJ2	NC_019418	NCBI Virus, RefSeq
Streptococcus phage phiS10	KC348604	NCBI Virus, RefSeq
Streptococcus phage phiSS12	KC413987	NCBI Virus, RefSeq
Streptococcus phage phiST1	KC413988	NCBI Virus, RefSeq
Streptococcus phage Sfi19	NC_000871	RefSeq
Streptococcus phage Sfi21	NC_000872	RefSeq
Streptococcus phage SM1	NC_004996	NCBI Virus, RefSeq
Streptococcus phage SMP	NC_008721	NCBI Virus, RefSeq
Streptococcus phage SOCP	KJ617393	RefSeq
Streptococcus phage Spn1	KJ417497	NCBI Virus, RefSeq
Streptococcus phage SPQS1	NC_021868	RefSeq
Streptococcus phage SpSL1	NC_027396	NCBI Virus, RefSeq
Streptococcus phage Str-PAP-1	NC_028666	NCBI Virus, RefSeq
Streptococcus phage T12	NC_028700	NCBI Virus, RefSeq, UniProt
Streptococcus phage TP-778L	NC_022776	NCBI Virus, RefSeq
Streptococcus phage TP-J34	NC_020197	NCBI Virus, RefSeq
Streptococcus phage YMC-2011	NC_018285	NCBI Virus, RefSeq
Streptococcus virus 2972	NC_007019	NCBI Virus, RefSeq
Streptococcus virus 7201	AF145054	Literature
Streptococcus virus 858	NC_010353	NCBI Virus, RefSeq
Streptococcus virus 9871	NC_031069	NCBI Virus, RefSeq
Streptococcus virus 9872	NC_031094	NCBI Virus, RefSeq
Streptococcus virus 9873	NC_047763	NCBI Virus, RefSeq
Streptococcus virus 9874	NC_031023	NCBI Virus, RefSeq
Streptococcus virus ALQ132	NC_013598	NCBI Virus, RefSeq
Streptococcus virus DT1	NC_002072	NCBI Virus, RefSeq
Streptococcus virus O1205	NC_004303	NCBI Virus, RefSeq, UniProt
Streptococcus virus phiAbc2	NC_013645	NCBI Virus, RefSeq
Streptococcus virus Sfi19	AF115102	Literature
Streptococcus virus Sfi21	AF115103	Literature
Streptomyces phage Aaronocolus	NC_042051	RefSeq
Streptomyces phage AbbeyMikolon	NC_047904	RefSeq
Streptomyces phage Alvy	NC_054669	NCBI Virus, RefSeq
Streptomyces phage Amela	NC_028904	RefSeq
Streptomyces phage Annadreamy	NC_048719	RefSeq
Streptomyces phage Austintatious	NC_048153	RefSeq
Streptomyces phage Bing	NC_042106	RefSeq
Streptomyces phage Blueeyedbeauty	NC_048720	RefSeq
Streptomyces phage Bmoc	NC_055842	NCBI Virus, RefSeq
Streptomyces phage Braelyn	NC_055813	NCBI Virus, RefSeq
Streptomyces phage Caelum	NC_054666	NCBI Virus, RefSeq
Streptomyces phage Caliburn	NC_028892	RefSeq
Streptomyces phage Comrade	NC_048728	RefSeq
Streptomyces phage Danzina	NC_041860	RefSeq
Streptomyces phage Darolandstone	NC_048072	RefSeq
Streptomyces phage Daubenski	NC_055822	NCBI Virus, RefSeq
Streptomyces phage DrGrey	NC_042016	RefSeq
Streptomyces phage EGole	NC_055791	NCBI Virus, RefSeq
Streptomyces phage Endor1	NC_054672	NCBI Virus, RefSeq
Streptomyces phage Endor2	NC_054673	NCBI Virus, RefSeq
Streptomyces phage Evy	NC_055809	NCBI Virus, RefSeq
Streptomyces phage FlowerPower	NC_048706	RefSeq
Streptomyces phage Forthebois	NC_055059	RefSeq
Streptomyces phage Gilson	NC_048742	RefSeq
Streptomyces phage Hank144	NC_054661	NCBI Virus, RefSeq
Streptomyces phage Hiyaa	NC_048139	RefSeq
Streptomyces phage Hydra	NC_042052	RefSeq
Streptomyces phage Ididsumtinwong	NC_047792	RefSeq
Streptomyces phage Immanuel3	NC_048686	RefSeq
Streptomyces phage Issmi	NC_054667	NCBI Virus, RefSeq
Streptomyces phage Izzy	NC_028976	RefSeq
Streptomyces phage Jay2Jay	NC_029098	RefSeq
Streptomyces phage Joe	NC_054674	NCBI Virus, RefSeq
Streptomyces phage JXY1	NC_048854	RefSeq
Streptomyces phage Karimac	NC_048724	RefSeq
Streptomyces phage Lannister	NC_028827	RefSeq
Streptomyces phage Lika	NC_021298	RefSeq
Streptomyces phage Lilbooboo	NC_048155	RefSeq
Streptomyces phage Lorelei	NC_054681	NCBI Virus
Streptomyces phage Lorelei	NC_054681	RefSeq
Streptomyces phage LukeCage	NC_048723	RefSeq
Streptomyces phage Manuel	NC_048685	RefSeq
Streptomyces phage mu1/6	NC_007967	NCBI Virus, RefSeq
Streptomyces phage Nanodon	NC_031078	NCBI Virus, RefSeq
Streptomyces phage NootNoot	NC_042009	RefSeq
Streptomyces phage Paedore	NC_054671	NCBI Virus, RefSeq
Streptomyces phage PapayaSalad	NC_047793	RefSeq
Streptomyces phage Paradiddles	NC_042010	RefSeq
Streptomyces phage Peebs	NC_042011	RefSeq
Streptomyces phage phiCAM	NC_041856	RefSeq
Streptomyces phage phiHau3	NC_018836	RefSeq
Streptomyces phage phiSAJS1	NC_029005	NCBI Virus, RefSeq
Streptomyces phage phiSASD1	NC_014229	NCBI Virus, RefSeq
Streptomyces phage Picard	NC_047794	RefSeq
Streptomyces phage R4	NC_019414	RefSeq
Streptomyces phage Raleigh	NC_047795	RefSeq
Streptomyces phage Saftant	NC_054675	NCBI Virus, RefSeq
Streptomyces phage Samisti12	NC_042012	RefSeq
Streptomyces phage Scap1	NC_042042	RefSeq
Streptomyces phage StarPlatinum	NC_048721	RefSeq
Streptomyces phage Sujidade	NC_021304	RefSeq
Streptomyces phage SV1	NC_018848	NCBI Virus, RefSeq
Streptomyces phage TP1604	NC_028818	RefSeq
Streptomyces phage Vash	NC_048154	RefSeq
Streptomyces phage VWB	NC_005345	Literature, NCBI Virus, RefSeq
Streptomyces phage Werner	NC_054679	NCBI Virus, RefSeq
Streptomyces phage WheeHeim	NC_055060	RefSeq
Streptomyces phage Wollford	NC_048722	RefSeq
Streptomyces phage Yaboi	NC_048730	RefSeq
Streptomyces phage Yasdnil	NC_054678	NCBI Virus, RefSeq
Streptomyces phage YDN12	NC_028974	RefSeq
Streptomyces phage Zemlya	NC_021339	RefSeq
Streptomyces virus phiBT1	NC_004664	NCBI Virus, RefSeq
Streptomyces virus phiC31	NC_001978	UniProt
Streptomyces virus TG1	NC_018853	NCBI Virus, RefSeq
Stx converting phage vB_EcoS_P27	NC_049925	Literature
Stx converting phage vB_EcoS_ST2-8624	NC_049922	Literature
Stx1 converting phage AU5Stx1	NC_049920	Literature
Stx1 converting phage AU6Stx1	NC_049921	Literature
Stx2 converting phage I	AP004402	RefSeq
Stx2-converting phage 1717	NC_011357	RefSeq
Stx2-converting phage 86	NC_008464	RefSeq
Stx2-converting phage Stx2a_F451	NC_049924	RefSeq
Stx2-converting phage Stx2a_WGPS2	NC_049941	RefSeq
Stx2-converting phage Stx2a_WGPS6	NC_049945	RefSeq
Stx2-converting phage Stx2a_WGPS8	NC_049944	RefSeq
Stx2-converting phage Stx2a_WGPS9	NC_049923	RefSeq
Sulfitobacter phage NYA-2014a	NC_027299	NCBI Virus, RefSeq
Sulfitobacter phage pCB2047-A	NC_020858	NCBI Virus, RefSeq
Sulfitobacter phage pCB2047-C	NC_020856	NCBI Virus, RefSeq
Sulfitobacter phage phiCB2047-B	NC_020862	RefSeq
Sulfolobus ellipsoid virus 1	NC_042347	NCBI Virus, RefSeq
Sulfolobus filamentous virus 1	NC_048037	UniProt
Sulfolobus islandicus filamentous virus	NC_003214	NCBI Virus, RefSeq, UniProt
Sulfolobus islandicus rod-shaped virus 1	NC_004087	RefSeq, UniProt
Sulfolobus islandicus rod-shaped virus 10	NC_034625	RefSeq
Sulfolobus islandicus rod-shaped virus 11	NC_034624	RefSeq
Sulfolobus islandicus rod-shaped virus 2	NC_004086	RefSeq, UniProt
Sulfolobus islandicus rod-shaped virus 4	NC_034628	RefSeq
Sulfolobus islandicus rod-shaped virus 5	NC_034621	RefSeq
Sulfolobus islandicus rod-shaped virus 6	NC_034627	NCBI Virus, RefSeq
Sulfolobus islandicus rod-shaped virus 7	NC_034619	NCBI Virus, RefSeq
Sulfolobus islandicus rod-shaped virus 8	NC_034623	RefSeq
Sulfolobus islandicus rod-shaped virus 9	NC_034620	RefSeq
Sulfolobus islandicus rudivirus 1 variant XX	AJ748296	RefSeq
Sulfolobus islandicus rudivirus 3	NC_030884	NCBI Virus, RefSeq
Sulfolobus monocaudavirus SMV1	NC_023585	NCBI Virus, RefSeq
Sulfolobus spindle-shaped virus 1	NC_001338	UniProt
Sulfolobus spindle-shaped virus 2	NC_005265	RefSeq
Sulfolobus spindle-shaped virus 2	NC_005265	UniProt
Sulfolobus spindle-shaped virus 4	NC_009986	NCBI Virus, RefSeq
Sulfolobus spindle-shaped virus 5	NC_011217	NCBI Virus, RefSeq
Sulfolobus turreted icosahedral virus 1	NC_005892	NCBI Virus, RefSeq
Synechococcus phage ACG-2014c	NC_019444	Literature
Synechococcus phage ACG-2014h	NC_023587	NCBI Virus, RefSeq
Synechococcus phage KBS-M-1A	JF974293	RefSeq
Synechococcus phage S-B64	NC_055744	NCBI Virus
Synechococcus phage S-CAM1	NC_020837	RefSeq
Synechococcus phage S-CAM8	NC_021530	NCBI Virus, RefSeq
Synechococcus phage S-CBP1	NC_025456	NCBI Virus, RefSeq
Synechococcus phage S-CBP3	NC_025461, NC_048184	RefSeq
Synechococcus phage S-CBP4	NC_025464, NC_048183	RefSeq
Synechococcus phage S-CBP42	NC_029031	RefSeq
Synechococcus phage S-CBS4	NC_016766	NCBI Virus, RefSeq
Synechococcus phage S-CBWM1	NC_048106	RefSeq
Synechococcus phage S-H35	NC_055719	NCBI Virus
Synechococcus phage S-IOM18	NC_021536	RefSeq
Synechococcus phage S-MbCM100	NC_023584	RefSeq
