virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level
Ralstonia phage RS603	NC_025454	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RS611	NC_055054	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSB1	NC_011201	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSB2	NC_023736	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSB3	NC_022917	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSF1	NC_028899	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSJ2	NC_028988	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSJ5	NC_029007	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSK1	NC_022915	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSM1	NC_008574	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSMSuper	AB981170	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RsoM1USA	NC_049432	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RsoP1EGY	NC_047946	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RsoP1IDN	NC_047930	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSS-TH1	NC_055053	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSS0	NC_019548	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSS1	NC_008575	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSS20	NC_021866	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSS30	NC_021862	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RSY1	NC_025115	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage Simangalove	NC_054946	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia virus RSA1	NC_009382	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia virus RSIBR1	NC_055052	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Raoultella phage Ro1	NC_048682	Raoultella ornithinolytica	54291	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Raoultella	species	Raoultella ornithinolytica	['GCF_022354265.1', 'GCF_021496525.1', 'GCF_019973635.1', 'GCF_019334445.1', 'GCF_018966505.1', 'GCF_016653655.1', 'GCF_014764465.1', 'GCF_014171135.1', 'GCF_014170855.1', 'GCF_014168795.1', 'GCF_013457875.1', 'GCF_013457615.1', 'GCF_013425975.1', 'GCF_011149255.1', 'GCF_010365445.1', 'GCF_005165545.1', 'GCF_003798165.1', 'GCF_900636135.1', 'GCF_900635915.1', 'GCF_001866535.2', 'GCF_002214825.1', 'GCF_001866535.1', 'GCF_001700855.1', 'GCF_001455225.1', 'GCF_000829965.1', 'GCF_000367425.1']	GCF_022354265.1	Unreference	Complete Genome
Raoultella phage RP180	NC_048181	Raoultella sp.	1873496	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Raoultella	species	Raoultella sp.	['GCA_003531295.1']	GCA_003531295.1	Unreference	Scaffold
Rheinheimera phage Barba21A	NC_048191	Rheinheimera sp. BAL341	1708203	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Rheinheimera	species	Rheinheimera sp. BAL341	['GCF_003990335.1']	GCF_003990335.1	Represent	Complete Genome
Rheinheimera phage Barba5S	NC_048187	Rheinheimera sp. BAL341	1708203	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Rheinheimera	species	Rheinheimera sp. BAL341	['GCF_003990335.1']	GCF_003990335.1	Represent	Complete Genome
Rheinheimera phage Barba8S	NC_048188	Rheinheimera sp. BAL341	1708203	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Rheinheimera	species	Rheinheimera sp. BAL341	['GCF_003990335.1']	GCF_003990335.1	Represent	Complete Genome
Rheinheimera phage vB_RspM_Barba18A	NC_048189	Rheinheimera sp. BAL341	1708203	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Rheinheimera	species	Rheinheimera sp. BAL341	['GCF_003990335.1']	GCF_003990335.1	Represent	Complete Genome
Rheinheimera phage vB_RspM_Barba19A	NC_048190	Rheinheimera sp. BAL341	1708203	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Rheinheimera	species	Rheinheimera sp. BAL341	['GCF_003990335.1']	GCF_003990335.1	Represent	Complete Genome
Rhizobium phage 16-3	NC_011103	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome
Rhizobium phage RHEph01	NC_047738	Rhizobium etli	29449	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium etli	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph02	NC_047868	Rhizobium etli	29449	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium etli	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph03	JX483875	Rhizobium etli	29449	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium etli	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph04	NC_041908	Rhizobium etli GR56	526947	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium; Rhizobium etli	strain	Rhizobium etli GR56	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph05	JX483877	Rhizobium etli GR56	526947	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium; Rhizobium etli	strain	Rhizobium etli GR56	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph06	NC_027296	Rhizobium etli GR56	526947	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium; Rhizobium etli	strain	Rhizobium etli GR56	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph08	NC_047869	Rhizobium etli	29449	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium etli	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph09	NC_047870	Rhizobium etli	29449	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium etli	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph10	NC_034248	Rhizobium etli	29449	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium etli	['GCF_002119845.1']	GCF_002119845.1	Represent	Complete Genome
Rhizobium phage RHEph10	NC_034248	Rhizobium etli CFN 42	347834	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium; Rhizobium etli	strain	Rhizobium etli CFN 42	['GCF_000092045.1']	GCF_000092045.1	Unreference	Complete Genome
Rhizobium phage RR1-A	NC_021560	Agrobacterium tumefaciens	358	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	species	Agrobacterium tumefaciens	['GCF_003667905.1']	GCF_003667905.1	Represent	Complete Genome
Rhizobium phage RR1-B	NC_021557	Agrobacterium tumefaciens	358	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	species	Agrobacterium tumefaciens	['GCF_003667905.1']	GCF_003667905.1	Represent	Complete Genome
Rhizobium phage vB_RglS_P106B	NC_023566	Rhizobium gallicum	56730	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium gallicum	['GCF_000816845.1']	GCF_000816845.1	Represent	Complete Genome
Rhizobium phage vB_RleM_P10VF	NC_025429	Rhizobium leguminosarum	384	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium leguminosarum	['GCF_004306555.1']	GCF_004306555.1	Represent	Scaffold
Rhizobium phage vB_RleM_PPF1	NC_025427	Rhizobium leguminosarum	384	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium leguminosarum	['GCF_004306555.1']	GCF_004306555.1	Represent	Scaffold
Rhizobium phage vB_RleS_L338C	NC_023502	Rhizobium leguminosarum	384	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium	species	Rhizobium leguminosarum	['GCF_004306555.1']	GCF_004306555.1	Represent	Scaffold
Rhodobacter phage RC1	NC_020839	Rhodobacter sp.	1062	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter	species	Rhodobacter sp.	['GCA_021300415.1', 'GCA_021300335.1', 'GCA_003538565.1', 'GCA_003536295.1', 'GCA_003529785.1', 'GCA_003519265.1', 'GCA_003477325.1', 'GCA_003445535.1']	GCA_021300415.1	Unreference	Scaffold
Rhodobacter phage RcapMu	NC_016165	Rhodobacter capsulatus	1061	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter	species	Rhodobacter capsulatus	['GCF_000021865.1']	GCF_000021865.1	Represent	Complete Genome
Rhodobacter phage RcapMu	NC_016165	Rhodobacter capsulatus SB 1003	272942	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Rhodobacter capsulatus	strain	Rhodobacter capsulatus SB 1003	['GCF_000021865.1']	GCF_000021865.1	Represent	Complete Genome
Rhodobacter phage RcapNL	NC_020489	Rhodobacter capsulatus	1061	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter	species	Rhodobacter capsulatus	['GCF_000021865.1']	GCF_000021865.1	Represent	Complete Genome
Rhodobacter phage RcapNL	NC_020489	Rhodobacter capsulatus SB 1003	272942	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Rhodobacter capsulatus	strain	Rhodobacter capsulatus SB 1003	['GCF_000021865.1']	GCF_000021865.1	Represent	Complete Genome
Rhodobacter phage RcCronus	NC_042049	Rhodobacter capsulatus YW1	1414586	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Rhodobacter capsulatus	strain	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold
Rhodobacter phage RcRhea	NC_028954	Rhodobacter capsulatus YW1	1414586	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Rhodobacter capsulatus	strain	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold
Rhodobacter phage RcSpartan	NC_041963	Rhodobacter capsulatus YW1	1414586	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Rhodobacter capsulatus	strain	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold
Rhodobacter phage RcTitan	NC_029097	Rhodobacter capsulatus YW1	1414586	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; Rhodobacter capsulatus	strain	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold
Rhodococcus phage CosmicSans	NC_028677	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species	Rhodococcus erythropolis	['GCF_000696675.2']	GCF_000696675.2	Represent	Complete Genome
Rhodococcus phage E3	NC_021347	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage Finch	NC_054724	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species	Rhodococcus erythropolis	['GCF_000696675.2']	GCF_000696675.2	Represent	Complete Genome
Rhodococcus phage Hiro	NC_048669	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species	Rhodococcus erythropolis	['GCF_000696675.2']	GCF_000696675.2	Represent	Complete Genome
Rhodococcus phage PhailMary	NC_054762	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species	Rhodococcus erythropolis	['GCF_000696675.2']	GCF_000696675.2	Represent	Complete Genome
Rhodococcus phage REQ1	NC_016655	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage REQ2	NC_016652	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage REQ3	NC_016654	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage ReqiDocB7	NC_023706	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage ReqiPepy6	NC_023735	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage ReqiPine5	NC_023722	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage ReqiPoco6	NC_023694	Rhodococcus hoagii	43767	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus hoagii	['GCF_003013675.1']	GCF_003013675.1	Represent	Complete Genome
Rhodococcus phage RER2	NC_016653	Rhodococcus erythropolis	1833	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus; Rhodococcus erythropolis group	species	Rhodococcus erythropolis	['GCF_000696675.2']	GCF_000696675.2	Represent	Complete Genome
Rhodococcus phage RRH1	NC_016651	Rhodococcus rhodochrous	1829	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Nocardiaceae; Rhodococcus	species	Rhodococcus rhodochrous	['GCF_021165915.1', 'GCF_020542785.1', 'GCF_019334125.1', 'GCF_017068375.1', 'GCF_016804345.1', 'GCF_015099595.1', 'GCF_014217765.1', 'GCF_900478115.1', 'GCF_003013675.1', 'GCF_001620305.1', 'GCF_000696675.2', 'GCF_000511305.1']	GCF_021165915.1	Represent	Complete Genome
