host_name	host_taxid	host_tax_rank	host_lineage	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Streptococcus pyogenes MGAS315	198466	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pyogenes; Streptococcus pyogenes serotype M3	Streptococcus pyogenes MGAS315	['GCF_000007425.1']	GCF_000007425.1	Unreference	Complete Genome	198466	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;t__Streptococcus pyogenes MGAS315
Streptococcus thermophilus	1308	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus thermophilus	['GCF_903886475.1']	GCF_903886475.1	Represent	Complete Genome	1308	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus;t__
Streptococcus pyogenes	1314	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus pyogenes	['GCF_900475035.1']	GCF_900475035.1	Represent	Complete Genome	1314	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;t__
Streptococcus mutans	1309	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus mutans	['GCF_009738105.1']	GCF_009738105.1	Represent	Complete Genome	1309	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans;t__
Streptococcus pneumoniae	1313	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus pneumoniae	['GCF_002076835.1']	GCF_002076835.1	Represent	Chromosome	1313	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;t__
Streptococcus agalactiae	1311	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus agalactiae	['GCF_001552035.1']	GCF_001552035.1	Represent	Complete Genome	1311	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae;t__
Streptococcus equi	1336	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group	Streptococcus equi	['GCF_015689455.1']	GCF_015689455.1	Represent	Complete Genome	1336	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equi;t__
Streptococcus oralis	1303	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus oralis	['GCF_900637025.1']	GCF_900637025.1	Represent	Complete Genome	1303	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis;t__
Streptococcus gordonii	1302	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus gordonii	['GCF_901544385.1']	GCF_901544385.1	Represent	Complete Genome	1302	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii;t__
Streptococcus suis	1307	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus suis	['GCF_000026745.1']	GCF_000026745.1	Represent	Complete Genome	1307	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__
Streptococcus dysgalactiae	1334	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group	Streptococcus dysgalactiae	['GCF_014192895.1']	GCF_014192895.1	Represent	Complete Genome	1334	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae;t__
Streptococcus dysgalactiae subsp. equisimilis	119602	subspecies	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group; Streptococcus dysgalactiae	Streptococcus dysgalactiae subsp. equisimilis	['GCF_014192895.1']	GCF_014192895.1	Represent	Complete Genome	119602	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae;t__Streptococcus dysgalactiae subsp. equisimilis
Streptococcus suis 89/1591	286604	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	Streptococcus suis	['GCF_000026745.1']	GCF_000026745.1	Represent	Complete Genome	1307	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__
Streptococcus suis D12	1004952	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	Streptococcus suis D12	['GCF_000231905.1']	GCF_000231905.1	Unreference	Complete Genome	1004952	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis D12
Streptococcus suis SS12	1005041	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	Streptococcus suis SS12	['GCF_000231865.1']	GCF_000231865.1	Unreference	Complete Genome	1005041	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis SS12
Streptococcus suis ST1	1004951	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus suis	Streptococcus suis ST1	['GCF_000231925.1']	GCF_000231925.1	Unreference	Complete Genome	1004951	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis ST1
Streptococcus mitis	28037	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus mitis	['GCF_019047825.1', 'GCF_016658865.1', 'GCF_013305725.1', 'GCF_009730515.1', 'GCF_000722765.2', 'GCF_000148585.2', 'GCF_001560895.1', 'GCF_001281025.1', 'GCF_000027165.1', 'GCA_014467095.1']	GCF_019047825.1	Unreference	Complete Genome	28037	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis;t__
Streptococcus pneumoniae D39	373153	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pneumoniae	Streptococcus pneumoniae D39	['GCF_000014365.2', 'GCF_000014365.1']	GCF_000014365.2	Unreference	Complete Genome	373153	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;t__Streptococcus pneumoniae D39
Streptococcus parauberis	1348	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus parauberis	['GCF_002900385.1']	GCF_002900385.1	Represent	Complete Genome	1348	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parauberis;t__
Streptococcus salivarius 57.I	1046629	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus salivarius	Streptococcus salivarius 57.I	['GCF_000305335.2', 'GCF_000305335.1']	GCF_000305335.2	Unreference	Complete Genome	1046629	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius;t__Streptococcus salivarius 57.I
Streptomyces griseus	1911	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces lividans	1916	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Streptomyces lividans	['GCF_000739105.1', 'GCA_022179705.1', 'GCA_017498645.1', 'GCA_017163995.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces venezuelae ATCC 10712	953739	strain	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces venezuelae	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1', 'GCF_000253235.1']	GCF_008639165.1	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
Streptomyces griseofuscus	146922	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Streptomyces griseofuscus	['GCF_014673495.1']	GCF_014673495.1	Unreference	Complete Genome	146922	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__
Streptomyces platensis	58346	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Streptomyces platensis	['GCF_008704855.1']	GCF_008704855.1	Represent	Complete Genome	58346	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces platensis;t__
Streptomyces coelicolor	1902	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group	Streptomyces coelicolor	['GCF_013317105.1', 'GCF_008931305.1', 'GCF_000203835.1', 'GCA_021654815.1']	GCF_013317105.1	Unreference	Complete Genome	1902	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__
Streptomyces scabiei	1930	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Streptomyces scabiei	['GCF_000091305.1']	GCF_000091305.1	Represent	Complete Genome	1930	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__
Streptomyces griseus subsp. griseus	67263	subspecies	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup; Streptomyces griseus	Streptomyces griseus subsp. griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	67263	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus
Kitasatospora aureofaciens	1894	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Kitasatospora	Kitasatospora aureofaciens	['GCF_002082605.1']	GCF_002082605.1	Unreference	Complete Genome	1894	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens;t__
Streptomyces coelicolor A3(2)	100226	strain	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group; Streptomyces coelicolor	Streptomyces coelicolor A3(2)	['GCF_008931305.1', 'GCF_000203835.1']	GCF_008931305.1	Unreference	Complete Genome	100226	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)
Streptomyces avermitilis	33903	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Streptomyces avermitilis	['GCF_000009765.2']	GCF_000009765.2	Represent	Complete Genome	33903	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__
Streptomyces venezuelae	54571	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces	Streptomyces venezuelae	['GCF_001886595.1']	GCF_001886595.1	Represent	Complete Genome	54571	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__
Sulfitobacter sp. CB2047	1525218	species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Sulfitobacter	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
Sulfolobus sp. A20	1891280	species	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfolobus	Sulfolobus sp. A20	['GCF_001719125.1']	GCF_001719125.1	Unreference	Complete Genome	1891280	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus sp. A20;t__
Saccharolobus shibatae	2286	species	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Saccharolobus	Saccharolobus shibatae	['GCF_019175345.1']	GCF_019175345.1	Represent	Complete Genome	2286	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae;t__
Sulfolobus islandicus	43080	species	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfolobus	Sulfolobus islandicus	['GCF_000024305.1']	GCF_000024305.1	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
Sulfolobus islandicus LAL14/1	1241935	strain	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfolobus; Sulfolobus islandicus	Sulfolobus islandicus LAL14/1	['GCF_000364745.1']	GCF_000364745.1	Unreference	Complete Genome	1241935	strain	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__Sulfolobus islandicus LAL14/1
Saccharolobus solfataricus P2	273057	strain	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Saccharolobus; Saccharolobus solfataricus	Saccharolobus solfataricus P2	['GCF_000007005.1']	GCF_000007005.1	Unreference	Complete Genome	273057	strain	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus;t__Saccharolobus solfataricus P2
Saccharolobus solfataricus	2287	species	Archaea; TACK group; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Saccharolobus	Saccharolobus solfataricus	['GCF_003852155.1']	GCF_003852155.1	Represent	Complete Genome	2287	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus;t__
Parasynechococcus marenigrum WH 8102	84588	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochlorococcaceae; Parasynechococcus; Parasynechococcus marenigrum	Parasynechococcus marenigrum WH 8102	['GCF_000195975.1']	GCF_000195975.1	Represent	Complete Genome	84588	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Parasynechococcus;s__Parasynechococcus marenigrum;t__Parasynechococcus marenigrum WH 8102
Synechococcus sp. CB0101	232348	species	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	Synechococcus sp. CB0101	['GCF_000179235.2']	GCF_000179235.2	Unreference	Complete Genome	232348	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. CB0101;t__
Synechococcus sp. CBW1002	1353134	species	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	Synechococcus sp. CBW1002	['GCF_015840915.1']	GCF_015840915.1	Unreference	Complete Genome	1353134	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. CBW1002;t__
Tenacibaculum maritimum	107401	species	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum	Tenacibaculum maritimum	['GCF_004803875.1']	GCF_004803875.1	Represent	Complete Genome	107401	species	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum maritimum;t__
Thermoanaerobacterium saccharolyticum JW/SL-YS485	1094508	strain	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Thermoanaerobacterium; Thermoanaerobacterium saccharolyticum	Thermoanaerobacterium saccharolyticum JW/SL-YS485	['GCF_000307585.2']	GCF_000307585.2	Represent	Complete Genome	1094508	strain	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis;g__Thermoanaerobacterium;s__Thermoanaerobacterium saccharolyticum;t__Thermoanaerobacterium saccharolyticum JW/SL-YS485
Geobacillus kaustophilus NBRC 102445	1220595	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group; Geobacillus kaustophilus	Geobacillus kaustophilus NBRC 102445	['GCF_005160065.1']	GCF_005160065.1	Unreference	Complete Genome	1220595	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus kaustophilus;t__Geobacillus kaustophilus NBRC 102445
Geobacillus kaustophilus GBlys	1337888	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group; Geobacillus kaustophilus	Geobacillus kaustophilus	['GCF_000009785.1']	GCF_000009785.1	Represent	Complete Genome	1462	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus kaustophilus;t__
Thermus thermophilus HB8	300852	strain	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus	Thermus thermophilus HB8	['GCF_000091545.1']	GCF_000091545.1	Represent	Complete Genome	300852	strain	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__Thermus thermophilus HB8
Thermus thermophilus HB27	262724	strain	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus	Thermus thermophilus HB27	['GCF_000008125.1']	GCF_000008125.1	Unreference	Complete Genome	262724	strain	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__Thermus thermophilus HB27
