virus_name	refseq_id	virus_taxid	virus_lineage	evidence	host_name	host_taxid	host_lineage	host_rank
Salmonella phage FSL SP-124	KC139515	1173758	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus FSLSP088;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage FSLSP004	NC_021774	1173769	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Stockinghallvirus;s__Salmonella virus FSLSP004;t__	Literature	Salmonella enterica subsp. enterica serovar Newport	108619	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage fuchur	NC_048869	2713299	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus fuchur;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage g341c	NC_013059	590739	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lederbergvirus;s__Salmonella phage g341c;t__	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Anatum	58712	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage GG32	NC_031045	1868169	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus GG32;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage heyday	NC_049500	2713301	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus heyday;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage IKe	NC_002014	10867	k__Viruses;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;g__Lineavirus;s__Salmonella virus IKe;t__	RefSeq, UniProt	Escherichia coli	562	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__	species
Salmonella phage IME207	NC_031924	1873985	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Salmonella phage IME207;t__	NCBI Virus, RefSeq	Klebsiella pneumoniae	573	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__	species
Salmonella phage Jersey	NC_021777	1340534	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella virus Jersey;t__	Literature	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage KFS-SE1	NC_048683	2048975	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus KFSSE1;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage KNP6	NC_052992	1871711	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella phage KNP6;t__	NCBI Virus, RefSeq	Salmonella sp.	599	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella sp.;t__	species
Salmonella phage L13	NC_021317	1325963	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella virus L13;t__	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage L6jm	NC_048852	2713222	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Tequintavirus;s__Salmonella virus L6jm;t__	RefSeq	Salmonella enterica subsp. enterica serovar Choleraesuis	119912	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage LPST10	NC_054645	1973454	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Salmonella phage LPST10;t__	Literature	Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028	1299114	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028	strain
Salmonella phage LSPA1	NC_026017	1540823	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella virus LSPA1;t__	RefSeq	Salmonella enterica subsp. enterica serovar Paratyphi A	54388	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Lumpael	NC_048113	2488859	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Murrayvirus;s__Salmonella virus Lumpael;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage LVR16A	NC_048000	2041204	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus LVR16A;t__	RefSeq	Salmonella enterica subsp. enterica serovar Kentucky	192955	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage MA12	NC_031021	1868170	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella phage MA12;t__	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage maane	NC_049508	2713304	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus maane;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Marshall	NC_022772	1406794	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus Marshall;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Maynard	NC_022768	1406795	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus Maynard;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Melville	NC_042044	2041413	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Gelderlandvirus;s__Salmonella virus Melville;t__	RefSeq	Salmonella enterica subsp. enterica serovar Newport	108619	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage moki	NC_049506	2713306	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus moki;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Mushroom	NC_041923	1572716	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felixounavirus;s__Salmonella virus Mushroom;t__	RefSeq	Salmonella sp.	599	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella sp.;t__	species
Salmonella phage Mutine	NC_049428	2054274	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus Mutine;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage NR01	NC_031042	1647411	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Tequintavirus;s__Salmonella virus NR01;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage oldekolle	NC_048865	2713308	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Tequintavirus;s__Salmonella virus oldekolle;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage oselot	NC_048871	2713309	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus oselot;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Heidelberg	611	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Oranienburg	28147	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Virchow	48409	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Weltevreden	57743	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Anatum	58712	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Saintpaul	90105	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	strain
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Newport	108619	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Montevideo	115981	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Kentucky	192955	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Poona	436295	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	588858	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Corvallis	593905	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage OSY-STA	NC_048808	2596884	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus OSYSTA;t__	Literature	Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,5,12:i:-	1331664	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,5,12:i:-	strain
Salmonella phage P22	BK000583	2908168	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lederbergvirus;s__Salmonella virus P22;t__	Literature, RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage P22-pbi	AF527608	200913	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lederbergvirus;s__Salmonella virus P22;t__	Literature	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage pertopsoe	NC_049507	2713310	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus pertopsoe;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage phiSG-JL2	NC_010807	529929	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Teetrevirus;s__Salmonella virus SG-JL2;t__	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage phSE-2	NC_031026	1837218	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Tlsvirus;s__Salmonella virus phSE2;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage pSe_SNUABM_01	NC_054937	2656520	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Tequatrovirus;s__Salmonella virus SNUABM-01;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage PVPSE1	NC_016071	889338	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Seunavirus;s__Salmonella virus PVPSE1;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
