host	virus	species_tag	genus_tag
GCF_022354265.1	NC_049448.1	0	0
GCF_022354265.1	NC_042128.1	0	0
GCF_022354265.1	NC_031129.1	0	0
GCF_022354265.1	NC_022749.1	0	0
GCF_022354265.1	NC_005856.1	0	0
GCF_022369495.1	NC_042128.1	0	0
GCF_022409615.1	NC_055055.1	1	1
GCF_022409615.1	NC_043028.1	1	1
GCF_022409615.1	AB910602.1	0	1
GCF_022409615.1	NC_001396.1	0	1
GCF_022494905.1	NC_002669.1	1	1
GCF_900004845.1	NC_007902.1	1	1
GCF_900475035.1	NC_004588.1	1	1
GCF_900475035.1	JX409895.1	0	1
GCF_900478385.1	NC_010463.1	1	1
GCF_900478385.1	NC_047753.1	1	1
GCF_900478385.1	NC_019488.1	1	1
GCF_900478385.1	NC_004348.1	1	1
GCF_900478385.1	NC_014900.1	1	1
GCF_900478385.1	NC_005841.1	1	1
GCF_900478385.1	NC_011802.1	1	1
GCF_900478385.1	NC_010392.1	1	1
GCF_900637025.1	NC_023503.1	0	1
GCF_900637845.1	NC_029078.1	1	1
GCF_902172305.2	NC_042342.1	1	1
GCF_902172305.2	NC_006552.1	1	1
GCF_903886475.1	NC_023503.1	1	1
GCF_919946725.1	NC_001697.1	1	1
